locations_no;lie_city;lie_city_part;lie_street;lie_housenoonly;lie_housenoonlyext;flurstueck;rechtswert;hochwert;wohneinheiten;geweinheiten;rvfarbe;rvname;dpsid;hamikrorohr;aplaufgelegt;hakabelfasern;hakabelspleiss;kntname;odfspleiss;odfkabelfasern;mfgsid;popextid;auftraggeber;assigned_user_id;popsid
LOC10728;Gerstetten;Heldenfingen;Molkereistraße;4;-;-;578568.6;5384079.0;1;0;schwarz;HLDFG-HA1x10bl-RVT03-06-03;HLDFG-RVT-03;blau;1-2;12 F (1x12);2;HLDFG-RVT-03;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10733;Gerstetten;Heldenfingen;Molkereistraße;16;-;-;578681.07;5384137.0;1;0;rot;HLDFG-HA1x10sw-RVT02-03-010;HLDFG-RVT-02;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-02;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10795;Gerstetten;Heldenfingen;Ringstraße;26;-;-;579140.19;5384428.0;1;0;blau;HLDFG-HA1x10tk-RVT08-04-09;HLDFG-RVT-08;türkis;1-2;12 F (1x12);2;HLDFG-RVT-08;91-92;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10507;Gerstetten;Heldenfingen;Brunnenäcker;7;-;-;578785.53;5384369.0;1;0;orange;HLDFG-HA1x10br-RVT01-03-07;HLDFG-RVT-01;braun;1-2;12 F (1x12);2;HLDFG-RVT-01;63-64;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10467;Gerstetten;Heldenfingen;Anemonenweg;9;-;-;579019.43;5384600.0;1;0;grün;HLDFG-HA1x10bl-RVT08-05-03;HLDFG-RVT-08;blau;1-2;12 F (1x12);2;HLDFG-RVT-08;93-94;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10505;Gerstetten;Heldenfingen;Brunnenäcker;3;-;-;578723.75;5384288.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT02-02-013;HLDFG-RVT-02;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;93-94;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10531;Gerstetten;Heldenfingen;Dettinger Weg;12;-;-;579064.82;5384065.0;1;0;grün;HLDFG-HA1x10br-RVT06-02-07;HLDFG-RVT-06;braun;1-2;12 F (1x12);2;HLDFG-RVT-06;93-94;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10761;Gerstetten;Heldenfingen;Obere Hirschstraße;7;-;-;579025.13;5384254.0;1;0;orange;HLDFG-HA1x10gn-RVT07-02-02;HLDFG-RVT-07;grün;1-2;12 F (1x12);2;HLDFG-RVT-07;93-94;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10642;Gerstetten;Heldenfingen;Jakobusstraße;20;-;-;578728.17;5384571.0;1;0;grün;HLDFG-HA1x10bl-RVT01-01-03;HLDFG-RVT-01;blau;1-2;12 F (1x12);2;HLDFG-RVT-01;65-66;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10490;Gerstetten;Heldenfingen;Baumstraße;27;-;-;578447.76;5383866.0;1;0;orange;HLDFG-HA1x10rs-RVT03-02-012;HLDFG-RVT-03;rosa;1-2;12 F (1x12);2;HLDFG-RVT-03;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10540;Gerstetten;Heldenfingen;Dettinger Weg;30;-;-;579186.57;5384045.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT06-02-014;HLDFG-RVT-06;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-06;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10599;Gerstetten;Heldenfingen;Halde;2;-;-;579273.63;5384482.0;1;0;grün;HLDFG-HA1x10rt-RVT07-01-01;HLDFG-RVT-07;rot;1-2;12 F (1x12);2;HLDFG-RVT-07;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10602;Gerstetten;Heldenfingen;Heuchlinger Straße;2;-;-;578665.08;5384013.0;1;0;grün;HLDFG-HA1x10ws-sw-RVT02-01-017;HLDFG-RVT-02;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10771;Gerstetten;Heldenfingen;Rabenweg;5;-;-;578836.21;5383754.0;1;0;grün;HLDFG-HA1x10ws-RVT04-01-05;HLDFG-RVT-04;weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10791;Gerstetten;Heldenfingen;Ringstraße;22;-;-;579104.2;5384393.0;1;0;blau;HLDFG-HA1x10br-RVT08-04-07;HLDFG-RVT-08;braun;1-2;12 F (1x12);2;HLDFG-RVT-08;95-96;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10653;Gerstetten;Heldenfingen;Kastanienweg;10;-;-;578771.23;5384481.0;1;0;grün;HLDFG-HA1x10sw-RVT01-02-010;HLDFG-RVT-01;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-01;71-72;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10492;Gerstetten;Heldenfingen;Baumstraße;29;-;-;578418.17;5383868.0;1;0;orange;HLDFG-HA1x10ge-ws-RVT03-02-016;HLDFG-RVT-03;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;97-98;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10612;Gerstetten;Heldenfingen;Heuchlinger Straße;15;-;-;578760.04;5383908.0;1;0;;HLDFG-HA12-RVT04-05-00;HLDFG-RVT-04;;1-2;12 F (1x12);2;HLDFG-RVT-04;97-98;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10687;Gerstetten;Heldenfingen;Kurzer Weg;2;-;-;579168.77;5384124.0;1;0;orange;HLDFG-HA1x10sw-RVT06-04-010;HLDFG-RVT-06;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-06;97-98;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10744;Gerstetten;Heldenfingen;Molkereistraße;29;-;-;578804.18;5384170.0;1;0;orange;HLDFG-HA1x10bl-ws-RVT05-02-015;HLDFG-RVT-05;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;97-98;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10841;Gerstetten;Heldenfingen;Rüblinger Straße;59;-;-;578938.17;5384573.0;1;0;grün;HLDFG-HA1x10gn-ws-RVT08-01-014;HLDFG-RVT-08;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;97-98;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10516;Gerstetten;Heldenfingen;Brunnenäcker;22;-;-;578922.57;5384458.0;1;0;orange;HLDFG-HA1x10ge-ws-RVT01-03-016;HLDFG-RVT-01;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;73-74;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10488;Gerstetten;Heldenfingen;Baumstraße;21;-;-;578507.34;5383870.0;1;0;orange;HLDFG-HA1x10tk-RVT03-02-09;HLDFG-RVT-03;türkis;1-2;12 F (1x12);2;HLDFG-RVT-03;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10534;Gerstetten;Heldenfingen;Dettinger Weg;18;-;-;579110.9;5384055.0;1;0;grün;HLDFG-HA1x10or-RVT06-02-011;HLDFG-RVT-06;orange;1-2;12 F (1x12);2;HLDFG-RVT-06;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10592;Gerstetten;Heldenfingen;Friedhofstraße;13;-;-;578813.92;5384069.0;1;0;rot;HLDFG-HA1x10tk-RVT05-03-09;HLDFG-RVT-05;türkis;1-2;12 F (1x12);2;HLDFG-RVT-05;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10616;Gerstetten;Heldenfingen;Heuchlinger Straße;19;-;-;578775.43;5383879.0;1;0;orange;HLDFG-HA1x10ws-sw-RVT04-02-017;HLDFG-RVT-04;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10680;Gerstetten;Heldenfingen;Kornblumenweg;4;-;-;579109.7;5384522.0;1;0;orange;HLDFG-HA1x10tk-RVT08-02-09;HLDFG-RVT-08;türkis;1-2;12 F (1x12);2;HLDFG-RVT-08;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10709;Gerstetten;Heldenfingen;Max-Eyth-Straße;16;-;-;578544.82;5384087.0;1;0;rot;HLDFG-HA1x10rt-RVT02-03-01;HLDFG-RVT-02;;1-2;12 F (1x12);2;HLDFG-RVT-02;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10820;Gerstetten;Heldenfingen;Rüblinger Straße;31;-;-;578868.79;5384308.0;1;0;grün;HLDFG-HA1x10gr-RVT07-03-06;HLDFG-RVT-07;grau;1-2;12 F (1x12);2;HLDFG-RVT-07;99-100;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10513;Gerstetten;Heldenfingen;Brunnenäcker;18;-;-;578893.58;5384422.0;1;0;grün;HLDFG-HA1x10ws-sw-RVT01-02-017;HLDFG-RVT-01;schwarz / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;75-76;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10576;Gerstetten;Heldenfingen;Felsenstraße;26;-;-;579040.93;5384292.0;1;0;grün;HLDFG-HA1x10tk-RVT07-01-09;HLDFG-RVT-07;türkis;1-2;12 F (1x12);2;HLDFG-RVT-07;101-102;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10611;Gerstetten;Heldenfingen;Heuchlinger Straße;14;-;-;578739.95;5383893.0;1;0;rot;HLDFG-HA1x10or-RVT04-03-011;HLDFG-RVT-04;orange;1-2;12 F (1x12);2;HLDFG-RVT-04;101-102;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10867;Gerstetten;Heldenfingen;Vordere Gasse;3;-;-;578558.72;5384020.0;1;0;schwarz;HLDFG-HA1x10rt-RVT03-03-06;HLDFG-RVT-03;grau;1-2;12 F (1x12);2;HLDFG-RVT-03;101-102;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10641;Gerstetten;Heldenfingen;Jakobusstraße;18;-;-;578753.24;5384560.0;1;0;grün;HLDFG-HA1x10gr-RVT01-01-06;HLDFG-RVT-01;grau;1-2;12 F (1x12);2;HLDFG-RVT-01;77-78;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10454;Gerstetten;Heldenfingen;Altheimer Weg;10;-;-;578719.75;5383700.0;1;0;grün;HLDFG-HA1x10or-RVT04-01-011;HLDFG-RVT-04;orange;1-2;12 F (1x12);2;HLDFG-RVT-04;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10504;Gerstetten;Heldenfingen;Breite Straße;21;-;-;578557.32;5384329.0;1;0;orange;HLDFG-HA1x10rt-RVT02-04-01;HLDFG-RVT-02;rot;1-2;12 F (1x12);2;HLDFG-RVT-02;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10662;Gerstetten;Heldenfingen;Kliffstraße;2;-;-;579169.07;5384094.0;1;0;orange;HLDFG-HA1x10or-RVT06-04-011;HLDFG-RVT-06;orange;1-2;12 F (1x12);2;HLDFG-RVT-06;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10755;Gerstetten;Heldenfingen;Molkereistraße;47;-;-;578935.47;5384132.0;1;0;grün;HLDFG-HA1x10gn-RVT05-05-02;HLDFG-RVT-05;grün;1-2;12 F (1x12);2;HLDFG-RVT-05;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10823;Gerstetten;Heldenfingen;Rüblinger Straße;35;-;-;578887.09;5384346.0;1;0;grün;HLDFG-HA1x10rs-RVT07-03-012;HLDFG-RVT-07;rosa;1-2;12 F (1x12);2;HLDFG-RVT-07;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10830;Gerstetten;Heldenfingen;Rüblinger Straße;42;-;-;578973.05;5384396.0;1;0;grün;HLDFG-HA1x10bl-RVT08-01-03;HLDFG-RVT-08;blau;1-2;12 F (1x12);2;HLDFG-RVT-08;103-104;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10658;Gerstetten;Heldenfingen;Kastanienweg;15;-;-;578678.57;5384473.0;1;0;grün;HLDFG-HA1x10ge-RVT01-02-04;HLDFG-RVT-01;gelb;1-2;12 F (1x12);2;HLDFG-RVT-01;79-80;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10452;Gerstetten;Heldenfingen;Altheimer Weg;7;-;-;578760.24;5383760.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT04-01-016;HLDFG-RVT-04;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-04;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10470;Gerstetten;Heldenfingen;Austernweg;4;-;-;579236.55;5384128.0;1;0;orange;HLDFG-HA1x10br-RVT06-04-07;HLDFG-RVT-06;braun;1-2;12 F (1x12);2;HLDFG-RVT-06;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10497;Gerstetten;Heldenfingen;Breite Straße;9;-;-;578629.89;5384235.0;1;0;orange;HLDFG-HA1x10br-RVT02-04-07;HLDFG-RVT-02;braun;1-2;12 F (1x12);2;HLDFG-RVT-02;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10564;Gerstetten;Heldenfingen;Felsenstraße;12;-;-;578933.27;5384282.0;1;0;rot;HLDFG-HA1x10tk-RVT07-04-09;HLDFG-RVT-07;türkis;1-2;12 F (1x12);2;HLDFG-RVT-07;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10739;Gerstetten;Heldenfingen;Molkereistraße;22;-;-;578765.84;5384140.0;1;0;orange;HLDFG-HA1x10tk-RVT05-02-09;HLDFG-RVT-05;türkis;1-2;12 F (1x12);2;HLDFG-RVT-05;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10831;Gerstetten;Heldenfingen;Rüblinger Straße;44;-;-;578973.55;5384414.0;1;0;grün;HLDFG-HA1x10gr-RVT08-01-06;HLDFG-RVT-08;grau;1-2;12 F (1x12);2;HLDFG-RVT-08;105-106;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10464;Gerstetten;Heldenfingen;Anemonenweg;6;-;-;579047.82;5384574.0;1;0;grün;HLDFG-HA1x10gn-RVT08-05-02;HLDFG-RVT-08;grün;1-2;12 F (1x12);2;HLDFG-RVT-08;107-108;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10472;Gerstetten;Heldenfingen;Austernweg;9;-;-;579220.15;5384187.0;1;0;orange;HLDFG-HA1x10rt-RVT06-04-01;HLDFG-RVT-06;rot;1-2;12 F (1x12);2;HLDFG-RVT-06;107-108;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10496;Gerstetten;Heldenfingen;Breite Straße;8;-;-;578669.87;5384261.0;1;0;orange;HLDFG-HA1x10sw-RVT02-04-010;HLDFG-RVT-02;schwarz;1-2;12 F (1x12);2;HLDFG-RVT-02;107-108;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10824;Gerstetten;Heldenfingen;Rüblinger Straße;37;-;-;578900.78;5384329.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT07-03-013;HLDFG-RVT-07;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;107-108;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10869;Gerstetten;Heldenfingen;Vordere Gasse;9;-;-;578530.07;5383986.0;1;0;schwarz;HLDFG-HA1x10gr-RVT03-05-06;HLDFG-RVT-03;grau;1-2;12 F (1x12);2;HLDFG-RVT-03;107-108;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10512;Gerstetten;Heldenfingen;Brunnenäcker;14;-;-;578871.39;5384388.0;1;0;orange;HLDFG-HA1x10rt-ws-RVT01-03-013;HLDFG-RVT-01;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;81-82;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10574;Gerstetten;Heldenfingen;Felsenstraße;24;-;-;579025.51;5384290.0;1;0;grün;HLDFG-HA1x10rt-ws-RVT07-01-013;HLDFG-RVT-07;rot / weiß;1-2;12 F (1x12);2;HLDFG-RVT-07;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10586;Gerstetten;Heldenfingen;Friedhofstraße;6;-;-;578755.99;5384003.0;1;0;rot;HLDFG-HA1x10bl-RVT05-03-03;HLDFG-RVT-05;blau;1-2;12 F (1x12);2;HLDFG-RVT-05;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10614;Gerstetten;Heldenfingen;Heuchlinger Straße;17;-;-;578775.03;5383897.0;1;0;;HLDFG-HA12-RVT04-06-00;HLDFG-RVT-04;;1-2;12 F (1x12);2;HLDFG-RVT-04;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10804;Gerstetten;Heldenfingen;Rüblinger Straße;8;-;-;578709.96;5384196.0;1;0;rot;HLDFG-HA1x10gn-ws-RVT02-03-014;HLDFG-RVT-02;grün / weiß;1-2;12 F (1x12);2;HLDFG-RVT-02;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10838;Gerstetten;Heldenfingen;Rüblinger Straße;56;-;-;578990.45;5384532.0;1;0;grün;HLDFG-HA1x10br-ws-RVT08-01-019;HLDFG-RVT-08;braun / weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10870;Gerstetten;Heldenfingen;Vordere Gasse;11;-;-;578507.54;5384006.0;1;0;schwarz;HLDFG-HA1x10vi-RVT03-05-08;HLDFG-RVT-03;violett;1-2;12 F (1x12);2;HLDFG-RVT-03;109-110;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10629;Gerstetten;Heldenfingen;Jakobusstraße;5;-;-;578846.3;5384502.0;1;0;grün;HLDFG-HA1x10bl-ws-RVT01-01-015;HLDFG-RVT-01;blau / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;83-84;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10528;Gerstetten;Heldenfingen;Dettinger Weg;9;-;-;579067.12;5384102.0;1;0;grün;HLDFG-HA1x10gr-RVT06-02-06;HLDFG-RVT-06;grau;1-2;12 F (1x12);2;HLDFG-RVT-06;111-112;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10620;Gerstetten;Heldenfingen;Heuchlinger Straße;34;-;-;579037.93;5383625.0;1;0;orange;HLDFG-HA1x10gn-RVT04-02-02;HLDFG-RVT-04;grün;1-2;12 F (1x12);2;HLDFG-RVT-04;111-112;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10734;Gerstetten;Heldenfingen;Molkereistraße;17;-;-;578633.19;5384137.0;1;0;rot;HLDFG-HA1x10gr-RVT02-03-06;HLDFG-RVT-02;grau;1-2;12 F (1x12);2;HLDFG-RVT-02;111-112;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10821;Gerstetten;Heldenfingen;Rüblinger Straße;33;-;-;578883.59;5384317.0;1;0;grün;HLDFG-HA1x10or-RVT07-03-011;HLDFG-RVT-07;orange;1-2;12 F (1x12);2;HLDFG-RVT-07;111-112;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10833;Gerstetten;Heldenfingen;Rüblinger Straße;47;-;-;578949.16;5384432.0;1;0;grün;HLDFG-HA1x10ws-RVT08-01-05;HLDFG-RVT-08;weiß;1-2;12 F (1x12);2;HLDFG-RVT-08;111-112;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10645;Gerstetten;Heldenfingen;Kastanienweg;1;-;-;578854.7;5384424.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT01-02-016;HLDFG-RVT-01;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-01;89-90;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10487;Gerstetten;Heldenfingen;Baumstraße;20;-;-;578535.53;5383937.0;1;0;schwarz;HLDFG-HA1x10ws-RVT03-03-05;HLDFG-RVT-03;weiß;1-2;12 F (1x12);2;HLDFG-RVT-03;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10551;Gerstetten;Heldenfingen;Enzianweg;5;-;-;579151.78;5384527.0;1;0;rot;HLDFG-HA1x10gr-RVT08-03-06;HLDFG-RVT-08;grau;1-2;12 F (1x12);2;HLDFG-RVT-08;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10579;Gerstetten;Heldenfingen;Flurstraße;3;-;892/2;578963.25;5384041.0;1;0;grün;HLDFG-HA1x10ge-ws-RVT05-01-016;HLDFG-RVT-05;gelb / weiß;1-2;12 F (1x12);2;HLDFG-RVT-05;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10619;Gerstetten;Heldenfingen;Heuchlinger Straße;30;-;-;578928.87;5383738.0;1;0;orange;HLDFG-HA1x10vi-RVT04-02-08;HLDFG-RVT-04;violett;1-2;12 F (1x12);2;HLDFG-RVT-04;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10668;Gerstetten;Heldenfingen;Kliffstraße;11;-;-;579121.09;5384192.0;1;0;rot;HLDFG-HA1x10br-RVT06-03-07;HLDFG-RVT-06;braun;1-2;12 F (1x12);2;HLDFG-RVT-06;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10801;Gerstetten;Heldenfingen;Rüblinger Straße;2;-;-;578687.67;5384159.0;1;0;rot;HLDFG-HA1x10or-RVT02-03-011;HLDFG-RVT-02;orange;1-2;12 F (1x12);2;HLDFG-RVT-02;113-114;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10652;Gerstetten;Heldenfingen;Kastanienweg;9;-;-;578752.44;5384451.0;2;0;grün;HLDFG-HA1x10vi-RVT01-02-08;HLDFG-RVT-01;violett;1-4;12 F (1x12);4;HLDFG-RVT-01;9-12;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10476;Gerstetten;Heldenfingen;Baumstraße;3;-;-;578687.37;5383862.0;1;0;rot;HLDFG-HA1x10vi-RVT04-03-08;HLDFG-RVT-04;violett;1-2;12 F (1x12);2;HLDFG-RVT-04;115-116;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
LOC10548;Gerstetten;Heldenfingen;Enzianweg;2;-;-;579112.6;5384449.0;1;0;rot;HLDFG-HA1x10rs-RVT08-03-012;HLDFG-RVT-08;rosa;1-2;12 F (1x12);2;HLDFG-RVT-08;115-116;288 F (24x12);HLDFG-MFG-001;-;NetCom BW;114.3 - Heldenfingen (Gerstetten);DETGE-MFG-001
